School Name,County,BS,MS,S,phd,Total,Post Grad Percentage,Total Students Enrolled,Teacher-Student Ratio,White Percentage,Black Percentage,Econ Disadvantaged Percentage
Lanier Primary School,Bryan County,20,14,3,0,37,0.4594594594594595,308,8.324324324324325,64.9,21.8,59.7
Bryan County Elementary School,Bryan County,20,16,4,2,42,0.5238095238095238,601,14.30952380952381,72.4,18.8,59.7
Richmond Hill Elementary School,Bryan County,15,20,5,1,41,0.6341463414634146,682,16.634146341463413,57.9,17.4,35.5
Bryan County Middle School,Bryan County,16,21,2,0,39,0.5897435897435898,476,12.205128205128204,64.7,22.9,56.3
Bryan County High School,Bryan County,13,16,7,3,39,0.6666666666666666,598,15.333333333333334,65.2,22.9,58.5
McAllister Elementary School,Bryan County,18,30,3,0,51,0.6470588235294118,837,16.41176470588235,74.7,7.4,9.2
Frances Meeks Elementary School,Bryan County,18,20,3,1,42,0.5714285714285714,714,17.0,79.7,5.7,11.3
Mill Creek Elementary School,Bulloch County,14,19,10,1,44,0.6818181818181818,606,13.772727272727273,31.5,54.5,70.6
Nevils Elementary School,Bulloch County,15,11,6,1,33,0.5454545454545454,479,14.515151515151516,75.2,13.6,50.5
William James Middle School,Bulloch County,12,23,4,0,39,0.6923076923076923,649,16.641025641025642,38.5,48.7,56.4
Langston Chapel Elementary School,Bulloch County,21,18,8,4,51,0.5882352941176471,723,14.176470588235293,19.5,57.5,100.0
Brooklet Elementary School,Bulloch County,14,30,4,1,49,0.7142857142857143,766,15.63265306122449,78.3,7.8,36.2
Southeast Bulloch High School,Bulloch County,17,26,10,2,55,0.6909090909090909,1151,20.927272727272726,77.9,12.9,37.6
Langston Chapel Middle School,Bulloch County,21,24,5,3,53,0.6037735849056604,935,17.641509433962263,21.4,64.3,100.0
Southeast Bulloch Middle School,Bulloch County,22,20,6,2,50,0.56,880,17.6,76.5,14.0,43.5
Portal Elementary School,Bulloch County,8,16,3,1,28,0.7142857142857143,364,13.0,58.5,26.4,72.3
Julia P. Bryant Elementary School,Bulloch County,14,15,16,1,46,0.6956521739130435,690,15.0,44.9,43.5,53.6
Statesboro High School,Bulloch County,24,46,15,3,88,0.7272727272727273,1860,21.136363636363637,33.6,53.4,55.2
Stilson Elementary School,Bulloch County,15,12,2,0,29,0.4827586206896552,421,14.517241379310345,84.3,4.3,52.7
Portal Middle/High School,Bulloch County,12,15,5,0,32,0.625,492,15.375,59.8,32.3,59.3
Mattie Lively Elementary School,Bulloch County,18,17,10,0,45,0.6,606,13.466666666666667,25.4,58.7,78.1
Sallie Zetterower Elementary School,Bulloch County,20,29,5,0,54,0.6296296296296297,759,14.055555555555555,26.6,52.8,70.1
Blakeney Elementary,Burke County,23,21,12,1,57,0.5964912280701754,779,13.666666666666666,28.1,61.4,100.0
Burke County Middle School,Burke County,23,22,22,0,67,0.6567164179104478,997,14.880597014925373,29.9,61.3,100.0
S G A Elementary School,Burke County,9,10,6,0,25,0.64,264,10.56,42.0,50.8,100.0
Burke County High School,Burke County,20,40,13,3,76,0.7368421052631579,1326,17.44736842105263,32.1,61.2,100.0
Waynesboro Primary School,Burke County,20,32,16,0,68,0.7058823529411765,825,12.132352941176471,29.2,60.1,100.0
Henderson Middle School,Butts County,56,64,22,9,151,0.6291390728476821,1505,9.966887417218542,24.6,22.5,46.3
Hampton L. Daughtry Elementary School,Butts County,15,13,9,0,37,0.5945945945945946,509,13.756756756756756,56.2,34.2,100.0
Stark Elementary School,Butts County,22,9,11,0,42,0.47619047619047616,600,14.285714285714286,65.3,24.0,100.0
Jackson Elementary School,Butts County,99,116,20,5,240,0.5875,540,2.25,62.2,17.2,5.6
Jackson High School,Butts County,18,29,10,0,57,0.6842105263157895,1072,18.80701754385965,60.2,30.5,100.0
