School Name,County,BS,MS,S,phd,Total,Post Grad Percentage,Total Students Enrolled,Teacher-Student Ratio,White Percentage,Black Percentage,Econ Disadvantaged Percentage
Peachtree Ridge High School,Gwinnett County,47,93,25,8,173,0.7283236994219653,3453,19.959537572254334,17.2,29.8,32.2
Duluth Middle School,Gwinnett County,36,46,12,2,96,0.625,1510,15.729166666666666,7.9,24.6,70.5
Alcova Elementary School,Gwinnett County,49,34,11,2,96,0.4895833333333333,1513,15.760416666666666,11.7,54.5,56.1
Bay Creek Middle School,Gwinnett County,15,34,18,2,69,0.782608695652174,1336,19.36231884057971,15.3,59.1,44.2
Grace Snell Middle School,Gwinnett County,21,36,14,4,75,0.72,1296,17.28,6.6,70.0,64.8
Ferguson Elementary School,Gwinnett County,25,26,9,1,61,0.5901639344262295,941,15.426229508196721,3.8,32.9,74.8
Roberts Elementary School,Gwinnett County,18,33,6,0,57,0.6842105263157895,889,15.596491228070175,32.7,12.8,13.8
Jenkins Elementary School,Gwinnett County,22,23,8,1,54,0.5925925925925926,873,16.166666666666668,7.8,49.0,73.4
Anderson-Livsey Elementary School,Gwinnett County,17,17,8,1,43,0.6046511627906976,780,18.13953488372093,4.1,65.6,76.3
Burnette Elementary School,Gwinnett County,23,26,6,0,55,0.5818181818181818,718,13.054545454545455,23.0,28.8,31.6
Lanier High School,Gwinnett County,32,56,22,4,114,0.7192982456140351,2044,17.92982456140351,39.9,19.8,38.1
"Gwinnett School of Mathematics, Science and Technology",Gwinnett County,15,37,13,13,78,0.8076923076923077,1216,15.58974358974359,15.3,22.6,29.0
New Life Academy of Excellence,Gwinnett County,23,6,0,0,29,0.20689655172413793,594,20.482758620689655,4.0,66.2,26.4
Berkmar High School,Gwinnett County,48,85,30,12,175,0.7257142857142858,3119,17.822857142857142,2.5,22.7,75.5
Dyer Elementary School,Gwinnett County,13,29,16,2,60,0.7833333333333333,935,15.583333333333334,27.2,35.0,42.6
Lilburn Middle School,Gwinnett County,42,54,19,8,123,0.6585365853658537,2146,17.447154471544714,2.2,13.6,89.0
Alford Elementary,Gwinnett County,37,22,9,0,68,0.45588235294117646,944,13.882352941176471,8.5,20.4,76.3
Starling Elementary School,Gwinnett County,18,41,10,0,69,0.7391304347826086,1148,16.63768115942029,20.0,48.3,42.6
Moore Middle School,Gwinnett County,23,27,8,4,62,0.6290322580645161,1060,17.096774193548388,10.1,37.9,68.8
Gwinnett Intervention Education Center (GIVE) West,Gwinnett County,6,14,9,5,34,0.8235294117647058,329,9.676470588235293,9.4,34.3,68.4
Northbrook Middle School,Gwinnett County,18,20,16,2,56,0.6785714285714286,1034,18.464285714285715,11.3,29.3,52.0
Duncan Creek Elementary,Gwinnett County,19,36,22,3,80,0.7625,1255,15.6875,50.0,18.5,27.8
Couch Middle School,Gwinnett County,22,26,13,2,63,0.6507936507936508,1113,17.666666666666668,20.6,47.0,39.0
Gwinnett Online Campus,Gwinnett County,6,22,17,7,52,0.8846153846153846,938,18.03846153846154,41.8,29.7,22.1
North Metro Academy of Performing Arts,Gwinnett County,9,2,1,0,12,0.25,353,29.416666666666668,2.5,80.7,74.8
Winn Holt Elementary School,Gwinnett County,30,43,11,0,84,0.6428571428571429,1177,14.011904761904763,13.6,30.4,70.3
Level Creek Elementary School,Gwinnett County,15,40,12,1,68,0.7794117647058824,1043,15.338235294117647,48.2,9.3,8.3
Mountain View High School,Gwinnett County,49,51,26,5,131,0.6259541984732825,2886,22.03053435114504,30.7,30.1,34.3
Radloff Middle School,Gwinnett County,37,44,11,6,98,0.6224489795918368,1597,16.29591836734694,1.9,21.7,87.9
North Gwinnett Middle School,Gwinnett County,32,67,28,3,130,0.7538461538461538,2247,17.284615384615385,41.8,12.8,13.0
Chesney Elementary School,Gwinnett County,28,45,6,4,83,0.6626506024096386,1257,15.144578313253012,6.2,27.9,75.1
Twin Rivers Middle School,Gwinnett County,41,58,26,1,126,0.6746031746031746,2247,17.833333333333332,29.6,28.4,38.1
Archer High School,Gwinnett County,47,69,29,1,146,0.678082191780822,3051,20.897260273972602,25.2,50.2,37.6
Woodward Mill Elementary School,Gwinnett County,20,38,9,0,67,0.7014925373134329,1028,15.343283582089553,29.0,20.3,43.7
Baggett Elementary School,Gwinnett County,26,33,13,0,72,0.6388888888888888,1142,15.86111111111111,4.9,35.3,83.3
Graves Elementary School,Gwinnett County,31,30,17,3,81,0.6172839506172839,1288,15.901234567901234,1.9,18.3,82.5
Jordan Middle School,Gwinnett County,26,30,7,0,63,0.5873015873015873,963,15.285714285714286,7.8,47.1,80.4
Discovery High School,Gwinnett County,62,74,12,11,159,0.610062893081761,2995,18.836477987421382,5.2,33.5,66.5
Coleman Middle School,Gwinnett County,18,24,10,3,55,0.6727272727272727,963,17.509090909090908,17.9,36.8,42.3
Baldwin Elementary,Gwinnett County,25,33,7,1,66,0.6212121212121212,1046,15.848484848484848,2.9,11.9,82.1
International Transition Center,Gwinnett County,8,20,5,1,34,0.7647058823529411,600,17.647058823529413,0.3,2.0,83.5
Paul Duke STEM High School,Gwinnett County,9,35,10,3,57,0.8421052631578947,1113,19.526315789473685,15.7,23.5,63.7
McClure Health Science High School,Gwinnett County,17,24,4,4,49,0.6530612244897959,884,18.040816326530614,3.5,16.4,88.7
Bethesda Elementary School,Gwinnett County,42,34,11,0,87,0.5172413793103449,1281,14.724137931034482,4.4,22.0,76.8
Grayson Elementary School,Gwinnett County,17,29,21,0,67,0.746268656716418,942,14.059701492537313,25.2,47.5,34.6
Harmony Elementary School,Gwinnett County,39,56,27,1,123,0.6829268292682927,677,5.504065040650406,41.8,44.2,76.4
Snellville Middle School,Gwinnett County,21,24,5,3,53,0.6037735849056604,1028,19.39622641509434,6.0,69.3,66.1
South Gwinnett High School,Gwinnett County,54,64,21,7,146,0.6301369863013698,2863,19.60958904109589,6.0,71.2,60.6
Britt Elementary School,Gwinnett County,9,15,14,0,38,0.7631578947368421,629,16.55263157894737,8.9,62.8,66.0
Harris Elementary School,Gwinnett County,16,29,11,2,58,0.7241379310344828,791,13.637931034482758,13.8,24.1,62.3
Camp Creek Elementary School,Gwinnett County,25,39,24,1,89,0.7191011235955056,1329,14.932584269662922,34.3,22.3,31.9
Central Gwinnett High School,Gwinnett County,41,73,16,3,133,0.6917293233082706,2324,17.473684210526315,8.8,43.6,67.2
Dacula High School,Gwinnett County,30,55,29,2,116,0.7413793103448276,2503,21.57758620689655,23.1,44.9,41.0
Norcross Elementary School,Gwinnett County,14,34,9,1,58,0.7586206896551724,907,15.637931034482758,4.0,18.2,80.7
Summerour Middle School,Gwinnett County,44,56,13,5,118,0.6271186440677966,1742,14.76271186440678,2.8,21.0,85.6
North Gwinnett High School,Gwinnett County,44,69,42,5,160,0.725,3272,20.45,46.5,12.3,12.2
Lawrenceville Elementary School,Gwinnett County,21,27,4,0,52,0.5961538461538461,739,14.211538461538462,6.8,48.2,76.9
Peachtree Elementary School,Gwinnett County,19,31,7,1,58,0.6724137931034483,905,15.60344827586207,9.5,41.2,76.0
Suwanee Elementary School,Gwinnett County,20,21,4,0,45,0.5555555555555556,714,15.866666666666667,32.9,16.2,21.3
Duluth High School,Gwinnett County,40,83,30,4,157,0.7452229299363057,2840,18.089171974522294,13.1,28.9,53.2
Lilburn Elementary School,Gwinnett County,37,40,18,2,97,0.6185567010309279,1432,14.762886597938145,4.9,9.9,81.8
Cornelia Elementary School,Habersham County,16,21,9,0,46,0.6521739130434783,490,10.652173913043478,25.3,7.1,82.2
Level Grove Elementary School,Habersham County,11,19,21,1,52,0.7884615384615384,514,9.884615384615385,58.2,2.9,61.3
Habersham Ninth Grade Academy,Habersham County,7,24,7,1,39,0.8205128205128205,529,13.564102564102564,65.0,0.9,50.1
Hilliard A. Wilbanks Middle School,Habersham County,12,21,10,2,45,0.7333333333333333,574,12.755555555555556,47.9,5.6,62.5
Habersham Success Academy,Habersham County,0,4,1,1,6,1.0,72,12.0,48.6,11.1,52.8
Clarkesville Elementary School,Habersham County,12,17,7,2,38,0.6842105263157895,394,10.368421052631579,83.8,3.3,49.0
North Habersham Middle School,Habersham County,10,15,17,4,46,0.782608695652174,625,13.58695652173913,85.3,1.6,47.8
Demorest Elementary School,Habersham County,19,18,9,1,47,0.5957446808510638,516,10.97872340425532,65.9,1.7,59.7
South Habersham Middle School,Habersham County,13,16,12,2,43,0.6976744186046512,497,11.55813953488372,47.1,3.2,64.0
Baldwin Elementary School,Habersham County,11,16,13,0,40,0.725,350,8.75,23.1,6.0,81.7
Habersham Central High School,Habersham County,17,47,17,8,89,0.8089887640449438,1555,17.471910112359552,59.2,2.4,43.7
Woodville Elementary School,Habersham County,8,12,3,1,24,0.6666666666666666,215,8.958333333333334,88.8,0.5,51.6
Fairview Elementary School,Habersham County,30,34,16,2,82,0.6341463414634146,549,6.695121951219512,4.7,71.9,64.5
Hazel Grove Elementary School,Habersham County,6,20,5,0,31,0.8064516129032258,300,9.67741935483871,71.3,2.0,56.0
C. W. Davis Middle School,Hall County,18,28,16,0,62,0.7096774193548387,869,14.016129032258064,56.4,7.1,36.6
Martin Elementary School,Hall County,16,13,16,0,45,0.6444444444444445,659,14.644444444444444,48.7,7.7,45.8
Chestatee High School,Hall County,26,28,21,4,79,0.6708860759493671,1315,16.645569620253166,43.2,1.8,37.9
Sugar Hill Elementary,Hall County,16,18,11,0,45,0.6444444444444445,643,14.28888888888889,10.0,3.4,72.8
Lanier College and Career Academy,Hall County,6,8,8,1,23,0.7391304347826086,254,11.043478260869565,50.0,9.1,39.8
Chicopee Elementary School,Hall County,20,19,15,0,54,0.6296296296296297,756,14.0,9.5,5.2,85.3
World Language Academy,Hall County,20,16,3,1,40,0.5,585,14.625,27.7,2.4,39.8
Myers Elementary School,Hall County,18,19,7,0,44,0.5909090909090909,610,13.863636363636363,17.0,4.6,77.2
West Hall High School,Hall County,19,34,13,4,70,0.7285714285714285,1216,17.37142857142857,35.9,7.6,43.5
Spout Springs Elementary School,Hall County,11,17,14,0,42,0.7380952380952381,804,19.142857142857142,76.2,3.1,13.8
Mount Vernon Elementary School,Hall County,6,20,13,0,39,0.8461538461538461,630,16.153846153846153,85.6,2.5,25.4
Friendship Elementary School,Hall County,8,22,13,0,43,0.813953488372093,691,16.069767441860463,53.1,8.5,46.3
Chestatee Middle School,Hall County,25,31,15,0,71,0.647887323943662,970,13.661971830985916,41.9,1.4,48.9
Flowery Branch High,Hall County,26,24,25,1,76,0.6578947368421053,1381,18.17105263157895,60.9,6.7,26.7
Wauka Mountain Elementary School,Hall County,15,13,6,0,34,0.5588235294117647,585,17.205882352941178,90.1,1.2,32.5
East Hall Middle School,Hall County,19,31,22,0,72,0.7361111111111112,1118,15.527777777777779,29.5,8.2,61.8
West Hall Middle School,Hall County,29,24,8,1,62,0.532258064516129,957,15.435483870967742,31.1,8.8,49.0
North Hall Middle School,Hall County,24,25,9,3,61,0.6065573770491803,925,15.163934426229508,80.2,0.8,29.7
Cherokee Bluff Middle,Hall County,18,18,12,4,52,0.6538461538461539,825,15.865384615384615,65.8,4.1,27.4
Cherokee Bluff High School,Hall County,16,27,11,2,56,0.7142857142857143,1010,18.035714285714285,64.5,6.2,22.2
The Foundry,Hall County,2,3,0,0,5,0.6,107,21.4,37.4,10.3,66.4
World Language Academy Middle School,Hall County,6,8,2,1,17,0.6470588235294118,250,14.705882352941176,27.2,3.2,36.4
White Sulphur Elementary School,Hall County,14,14,6,0,34,0.5882352941176471,494,14.529411764705882,31.4,10.9,76.3
East Hall High School,Hall County,33,28,16,0,77,0.5714285714285714,1341,17.415584415584416,31.2,7.9,52.9
North Hall High School,Hall County,17,36,15,2,70,0.7571428571428571,1164,16.62857142857143,80.7,0.9,22.4
Flowery Branch Elementary School,Hall County,22,10,5,0,37,0.40540540540540543,606,16.37837837837838,55.3,10.1,42.6
Oakwood Elementary School,Hall County,11,12,13,0,36,0.6944444444444444,478,13.277777777777779,32.4,8.8,64.2
Lanier Elementary School,Hall County,8,11,9,2,30,0.7333333333333333,497,16.566666666666666,67.0,1.0,45.3
Riverbend Elementary School,Hall County,4,13,10,0,27,0.8518518518518519,406,15.037037037037036,51.7,2.7,57.1
Chestnut Mountain Elementary School,Hall County,11,22,8,0,41,0.7317073170731707,797,19.4390243902439,69.0,4.5,29.2
Lula Elementary School,Hall County,8,6,10,1,25,0.68,431,17.24,68.7,4.2,53.6
Sardis Elementary School,Hall County,17,12,12,0,41,0.5853658536585366,615,15.0,66.2,2.3,43.6
South Hall Middle School,Hall County,23,34,17,3,77,0.7012987012987013,1127,14.636363636363637,24.4,4.4,62.4
Lyman Hall Elementary School,Hall County,35,45,19,2,101,0.6534653465346535,735,7.2772277227722775,12.5,61.8,100.0
McEver Elementary School,Hall County,16,14,4,0,34,0.5294117647058824,488,14.352941176470589,15.8,1.4,68.6
Tadmore Elementary School,Hall County,20,18,4,0,42,0.5238095238095238,543,12.928571428571429,12.0,2.2,76.1
Hancock Central Middle School,Hancock County,3,4,4,1,12,0.75,184,15.333333333333334,3.8,93.5,100.0
Hancock Central High School,Hancock County,7,6,5,0,18,0.6111111111111112,268,14.88888888888889,3.7,94.0,100.0
Tallapoosa Primary School,Haralson County,13,15,16,0,44,0.7045454545454546,390,8.863636363636363,91.0,3.3,100.0
Buchanan Elementary School,Haralson County,13,10,12,0,35,0.6285714285714286,390,11.142857142857142,90.3,1.3,100.0
Haralson County Middle School,Haralson County,16,24,17,0,57,0.7192982456140351,839,14.719298245614034,89.2,2.6,100.0
Haralson County Rebel Academy,Haralson County,0,0,1,0,1,1.0,40,40.0,77.5,2.5,100.0
Buchanan Primary School,Haralson County,19,12,12,0,43,0.5581395348837209,394,9.162790697674419,92.6,1.3,100.0
Haralson County High School,Haralson County,22,26,19,0,67,0.6716417910447762,991,14.791044776119403,90.7,2.3,100.0
West Haralson Elementary School,Haralson County,8,19,8,2,37,0.7837837837837838,403,10.891891891891891,87.6,4.2,100.0
Creekside School,Harris County,19,14,15,1,49,0.6122448979591837,845,17.244897959183675,71.7,15.7,31.2
Park Elementary School,Harris County,12,23,14,1,50,0.76,485,9.7,61.6,25.2,47.8
Mulberry Creek Elementary School,Harris County,13,21,8,0,42,0.6904761904761905,487,11.595238095238095,78.4,8.6,23.6
New Mountain Hill Elementary School,Harris County,15,18,15,1,49,0.6938775510204082,473,9.653061224489797,75.9,6.6,21.1
Harris County High School,Harris County,23,28,30,2,83,0.7228915662650602,1777,21.40963855421687,72.2,15.0,24.1
Harris County Carver Middle School,Harris County,21,24,16,1,62,0.6612903225806451,923,14.887096774193548,72.4,15.6,26.5
North Hart Elementary School,Hart County,14,13,16,0,43,0.6744186046511628,632,14.69767441860465,74.5,9.3,53.6
Hart County Middle School,Hart County,19,20,15,0,54,0.6481481481481481,866,16.037037037037038,64.0,21.1,51.8
South Hart Elementary School,Hart County,11,11,13,1,36,0.6944444444444444,501,13.916666666666666,59.9,21.8,56.9
Hart County High School,Hart County,15,23,17,3,58,0.7413793103448276,1053,18.155172413793103,61.3,23.6,40.8
Hartwell Elementary School,Hart County,8,14,15,0,37,0.7837837837837838,510,13.783783783783784,47.8,38.0,60.6
Heard County Middle School,Heard County,14,10,4,0,28,0.5,541,19.321428571428573,83.7,6.8,54.0
Heard County High School,Heard County,12,22,7,1,42,0.7142857142857143,636,15.142857142857142,82.2,10.2,48.6
Centralhatchee Elementary School,Heard County,4,9,4,1,18,0.7777777777777778,199,11.055555555555555,89.9,4.0,42.2
Ephesus Elementary School,Heard County,8,5,3,0,16,0.5,146,9.125,94.5,0.7,49.3
Ola Elementary School,Henry County,18,30,10,0,58,0.6896551724137931,959,16.53448275862069,49.9,31.1,28.7
Union Grove High,Henry County,31,37,15,4,87,0.6436781609195402,1592,18.298850574712645,39.1,42.3,22.2
Luella High School,Henry County,17,35,11,3,66,0.7424242424242424,1350,20.454545454545453,10.2,72.0,41.6
Dutchtown High,Henry County,26,40,12,10,88,0.7045454545454546,1835,20.852272727272727,3.9,77.3,39.0
Luella Elementary School,Henry County,19,19,4,0,42,0.5476190476190477,661,15.738095238095237,10.7,67.3,47.5
Dutchtown Elementary School,Henry County,20,27,6,2,55,0.6363636363636364,825,15.0,6.7,67.8,40.6
Cotton Indian Elementary School,Henry County,18,20,4,2,44,0.5909090909090909,671,15.25,21.3,51.9,60.2
Wesley Lakes Elementary School,Henry County,21,21,8,2,52,0.5961538461538461,935,17.98076923076923,3.0,80.3,64.0
Pate's Creek Elementary School,Henry County,11,10,13,1,35,0.6857142857142857,536,15.314285714285715,9.5,63.8,50.2
Pleasant Grove Elementary School,Henry County,34,27,10,1,72,0.5277777777777778,421,5.847222222222222,34.9,2.9,77.2
East Lake Elementary,Henry County,15,19,10,1,45,0.6666666666666666,721,16.022222222222222,36.5,41.9,25.1
Dutchtown Middle School,Henry County,31,27,6,4,68,0.5441176470588235,1312,19.294117647058822,4.0,75.2,46.1
Walnut Creek Elementary,Henry County,15,24,7,0,46,0.6739130434782609,699,15.195652173913043,9.3,70.1,59.1
Rocky Creek Elementary,Henry County,22,19,6,1,48,0.5416666666666666,734,15.291666666666666,28.1,55.9,47.4
Locust Grove Middle,Henry County,25,22,9,3,59,0.576271186440678,1149,19.47457627118644,48.0,37.2,39.7
Locust Grove High,Henry County,22,37,16,4,79,0.7215189873417721,1653,20.924050632911392,53.5,31.8,33.7
Hampton Middle School,Henry County,18,25,6,1,50,0.64,927,18.54,22.8,56.5,56.2
Oakland Elementary School,Henry County,20,22,7,2,51,0.6078431372549019,880,17.254901960784313,4.3,75.5,64.5
Austin Road Elementary School,Henry County,13,12,4,1,30,0.5666666666666667,354,11.8,8.8,68.9,59.9
Stockbridge High School,Henry County,32,31,10,2,75,0.5733333333333334,1595,21.266666666666666,9.2,69.7,51.8
Unity Grove Elementary School,Henry County,20,29,3,0,52,0.6153846153846154,862,16.576923076923077,55.8,27.8,37.4
Ola High School,Henry County,24,40,22,4,90,0.7333333333333333,1801,20.011111111111113,59.6,27.7,24.8
Hampton High School,Henry County,16,38,9,2,65,0.7538461538461538,1317,20.26153846153846,22.9,60.4,47.1
Eagle's Landing High School,Henry County,31,38,8,4,81,0.6172839506172839,1601,19.765432098765434,6.1,75.5,45.5
Eagle's Landing Middle School,Henry County,18,26,11,6,61,0.7049180327868853,1217,19.950819672131146,7.1,72.5,49.6
Austin Road Middle School,Henry County,10,16,7,2,35,0.7142857142857143,655,18.714285714285715,6.3,75.3,60.3
Red Oak Elementary School,Henry County,16,23,6,0,45,0.6444444444444445,699,15.533333333333333,2.1,72.0,49.1
New Hope Elementary,Henry County,27,18,5,0,50,0.46,724,14.48,66.4,18.0,33.6
Tussahaw Elementary,Henry County,19,26,8,2,55,0.6545454545454545,840,15.272727272727273,9.8,76.0,63.1
Flippen Elementary School,Henry County,18,18,3,2,41,0.5609756097560976,607,14.804878048780488,16.1,60.3,42.2
Ola Middle School,Henry County,29,33,7,0,69,0.5797101449275363,1355,19.63768115942029,59.6,25.9,26.3
Rock Spring Elementary,Henry County,15,30,4,0,49,0.6938775510204082,812,16.571428571428573,62.8,18.5,30.8
Luella Middle School,Henry County,25,18,3,1,47,0.46808510638297873,968,20.595744680851062,7.7,76.3,44.0
Union Grove Middle,Henry County,27,20,9,2,58,0.5344827586206896,1158,19.96551724137931,33.2,45.8,24.6
EXCEL Academy,Henry County,6,12,8,2,28,0.7857142857142857,108,3.857142857142857,16.7,71.3,54.6
Hampton Elementary School,Henry County,13,15,6,0,34,0.6176470588235294,371,10.911764705882353,29.1,48.8,72.8
Smith-Barnes Elementary School,Henry County,6,10,6,2,24,0.75,293,12.208333333333334,6.5,58.0,68.3
McDonough High School,Henry County,28,23,9,2,62,0.5483870967741935,1239,19.983870967741936,6.0,80.9,57.1
Stockbridge Elementary School,Henry County,16,11,9,1,37,0.5675675675675675,612,16.54054054054054,6.9,58.7,70.3
McDonough Middle School,Henry County,18,30,5,2,55,0.6727272727272727,1085,19.727272727272727,4.9,78.4,65.7
Locust Grove Elementary School,Henry County,13,16,4,0,33,0.6060606060606061,571,17.303030303030305,21.9,57.6,55.3
Stockbridge Middle School,Henry County,20,20,3,1,44,0.5454545454545454,788,17.90909090909091,11.9,58.9,61.2
Eagle Springs Elementary,Houston County,12,22,15,1,50,0.76,739,14.78,35.6,39.8,62.8
C. B. Watson Primary School,Houston County,19,15,7,0,41,0.5365853658536586,504,12.292682926829269,16.7,58.1,100.0
Lake Joy Primary School,Houston County,14,14,21,0,49,0.7142857142857143,642,13.10204081632653,45.2,24.3,38.0
David A. Perdue Primary,Houston County,10,24,13,0,47,0.7872340425531915,619,13.170212765957446,43.9,32.1,49.1
Huntington Middle School,Houston County,22,23,21,0,66,0.6666666666666666,982,14.878787878787879,21.6,59.0,100.0
Mossy Creek Middle School,Houston County,13,23,16,3,55,0.7636363636363637,842,15.309090909090909,56.9,25.1,36.6
Veterans High School,Houston County,19,42,29,5,95,0.8,1840,19.36842105263158,57.4,26.1,34.2
Langston Road Elementary School,Houston County,16,21,14,0,51,0.6862745098039216,878,17.215686274509803,58.0,25.5,44.2
Pearl Stephens Elementary School,Houston County,12,9,12,0,33,0.6363636363636364,500,15.151515151515152,16.6,56.0,100.0
Houston County High School,Houston County,33,42,33,7,115,0.7130434782608696,2081,18.095652173913045,46.8,30.2,36.3
David A. Perdue Elementary School,Houston County,14,19,7,0,40,0.65,646,16.15,43.8,34.2,46.9
Quail Run Elementary School,Houston County,15,18,13,0,46,0.6739130434782609,665,14.456521739130435,51.0,28.1,49.0
Feagin Mill Middle School,Houston County,14,23,26,1,64,0.78125,979,15.296875,42.9,35.1,42.9
Matthew Arthur Elementary School,Houston County,14,20,15,1,50,0.72,798,15.96,58.0,22.9,27.8
Perry Middle School,Houston County,11,24,23,5,63,0.8253968253968254,1075,17.063492063492063,53.2,35.7,57.6
Thomson Middle School,Houston County,21,20,22,2,65,0.676923076923077,900,13.846153846153847,25.3,50.9,100.0
Lake Joy Elementary School,Houston County,14,18,11,0,43,0.6744186046511628,724,16.837209302325583,43.2,26.5,35.5
Bonaire Middle School,Houston County,19,26,20,1,66,0.7121212121212122,1112,16.848484848484848,61.1,23.4,32.9
Hilltop Elementary School,Houston County,18,16,7,0,41,0.5609756097560976,586,14.292682926829269,55.8,25.8,45.9
Bonaire Primary School,Houston County,10,18,8,1,37,0.7297297297297297,518,14.0,63.5,15.8,30.9
Bonaire Elementary School,Houston County,15,9,6,1,31,0.5161290322580645,570,18.387096774193548,61.4,20.7,31.2
Northside Middle School,Houston County,19,18,21,2,60,0.6833333333333333,931,15.516666666666667,21.6,60.8,100.0
Perry High School,Houston County,19,35,21,4,79,0.759493670886076,1497,18.949367088607595,54.4,34.5,52.7
Northside High School,Houston County,73,82,44,3,202,0.6386138613861386,1522,7.534653465346534,49.4,27.1,18.9
Parkwood Elementary School,Houston County,24,14,4,2,44,0.45454545454545453,652,14.818181818181818,13.5,63.8,100.0
Tucker Elementary School,Houston County,20,10,5,0,35,0.42857142857142855,502,14.342857142857143,55.4,32.7,100.0
Kings Chapel Elementary School,Houston County,10,15,11,0,36,0.7222222222222222,549,15.25,77.0,14.2,39.0
Lindsey Elementary School,Houston County,11,9,6,0,26,0.5769230769230769,267,10.26923076923077,5.2,64.4,100.0
Warner Robins High School,Houston County,27,40,25,5,97,0.7216494845360825,1793,18.484536082474225,26.7,55.6,100.0
Miller Elementary School,Houston County,12,15,7,1,35,0.6571428571428571,523,14.942857142857143,24.5,54.7,100.0
Shirley Hills Elementary School,Houston County,14,18,8,0,40,0.65,530,13.25,37.4,43.2,100.0
Warner Robins Middle School,Houston County,17,19,22,0,58,0.7068965517241379,908,15.655172413793103,29.2,50.0,100.0
Irwin County Middle School,Irwin County,13,12,10,0,35,0.6285714285714286,453,12.942857142857143,54.5,35.3,100.0
Irwin County Elementary School,Irwin County,20,22,10,0,52,0.6153846153846154,720,13.846153846153847,58.5,31.5,100.0
Irwin County High School,Irwin County,9,11,14,0,34,0.7352941176470589,497,14.617647058823529,58.1,34.4,100.0
West Jackson Elementary School,Jackson County,18,43,13,1,75,0.76,1062,14.16,63.8,8.0,23.3
East Jackson Elementary School,Jackson County,8,20,17,0,45,0.8222222222222222,548,12.177777777777777,75.9,5.5,42.2
East Jackson Comprehensive High School,Jackson County,19,40,26,4,89,0.7865168539325843,1357,15.247191011235955,67.0,8.3,38.0
Jackson County Comprehensive High School,Jackson County,22,36,20,3,81,0.7283950617283951,1547,19.098765432098766,72.5,6.7,20.7
East Jackson Middle School,Jackson County,13,14,14,2,43,0.6976744186046512,576,13.395348837209303,68.9,6.3,41.3
Gum Springs Elementary School,Jackson County,28,22,14,0,64,0.5625,944,14.75,81.5,3.0,14.3
West Jackson Middle School,Jackson County,21,33,23,0,77,0.7272727272727273,1310,17.01298701298701,70.2,6.8,19.2
Maysville Elementary School,Jackson County,10,14,14,0,38,0.7368421052631579,384,10.105263157894736,70.1,5.5,67.4
North Jackson Elementary School,Jackson County,14,13,9,1,37,0.6216216216216216,505,13.64864864864865,57.6,8.9,35.6
South Jackson Elementary School,Jackson County,21,29,7,1,58,0.6379310344827587,677,11.672413793103448,67.2,7.7,55.7
Washington Park Elementary School,Jasper County,18,13,6,0,37,0.5135135135135135,573,15.486486486486486,68.6,19.4,52.0
Jasper County High School,Jasper County,15,23,6,2,46,0.6739130434782609,681,14.804347826086957,66.7,21.0,47.1
Jasper County Primary School,Jasper County,17,17,10,1,45,0.6222222222222222,518,11.511111111111111,68.5,13.9,56.6
Jasper County Middle School,Jasper County,22,16,3,1,42,0.47619047619047616,625,14.880952380952381,65.3,21.4,58.6
Jeff Davis Primary School,Jeff Davis County,24,12,12,0,48,0.5,740,15.416666666666666,55.8,15.9,100.0
Jeff Davis Middle School,Jeff Davis County,14,16,14,0,44,0.6818181818181818,755,17.15909090909091,59.9,15.8,100.0
Jeff Davis Elementary School,Jeff Davis County,14,19,11,0,44,0.6818181818181818,705,16.022727272727273,56.7,14.8,100.0
Jeff Davis High School,Jeff Davis County,21,22,6,1,50,0.58,852,17.04,59.2,16.2,100.0
Jefferson County High School,Jefferson County,23,18,7,2,50,0.54,729,14.58,22.4,69.1,100.0
Jefferson County Middle School,Jefferson County,18,20,6,0,44,0.5909090909090909,538,12.227272727272727,18.8,70.1,100.0
Carver Elementary School,Jefferson County,6,6,7,0,19,0.6842105263157895,206,10.842105263157896,9.7,83.0,100.0
Louisville Academy,Jefferson County,20,11,3,0,34,0.4117647058823529,379,11.147058823529411,18.7,74.7,100.0
Wrens Elementary School,Jefferson County,15,11,9,0,35,0.5714285714285714,461,13.17142857142857,29.9,56.6,100.0
Jenkins County Middle School,Jenkins County,7,9,4,1,21,0.6666666666666666,302,14.380952380952381,35.4,52.0,100.0
Jenkins County High School,Jenkins County,7,20,4,1,32,0.78125,310,9.6875,41.0,52.6,100.0
Jenkins County Elementary School,Jenkins County,16,17,14,0,47,0.6595744680851063,544,11.574468085106384,36.6,49.1,100.0
Johnson County Middle School,Johnson County,10,8,2,1,21,0.5238095238095238,247,11.761904761904763,51.4,41.7,100.0
Johnson County Elementary School,Johnson County,18,17,5,0,40,0.55,468,11.7,51.7,39.1,100.0
Johnson County High School,Johnson County,11,11,4,1,27,0.5925925925925926,350,12.962962962962964,56.6,38.0,100.0
Clifton Ridge Middle School,Jones County,21,14,8,1,44,0.5227272727272727,562,12.772727272727273,57.5,34.7,54.6
Mattie Wells Elementary School,Jones County,21,18,8,1,48,0.5625,607,12.645833333333334,55.2,36.6,68.7
Gray Station Middle School,Jones County,20,22,7,0,49,0.5918367346938775,705,14.387755102040817,71.2,21.3,47.9
Turner Woods Elementary School,Jones County,15,20,12,0,47,0.6808510638297872,571,12.148936170212766,82.0,12.4,49.4
Jones County High School,Jones County,31,46,23,0,100,0.69,1641,16.41,68.3,27.1,45.0
