School Year,System ID,System Name,School ID,School Name,Grade Configuration,Grade Cluster,Number of Students Enrolled,Number of Schools,Title I Status,Title I Schools,Asian/Pacific Islander,American Indian/Alaskan,Black,Hispanic,Multi-Racial,White,Economically Disadvantaged,English Learners,Students with Disability
2021,667,Gwinnett County,5054,Lawrenceville Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,739,NA,Y,NA,2.2%,0.0%,48.2%,37.1%,5.8%,6.8%,76.9%,31.8%,14.6%
2021,667,Gwinnett County,5056,Peachtree Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,905,NA,Y,NA,2.0%,0.3%,41.2%,43.0%,4.0%,9.5%,76.0%,38.0%,14.7%
2021,667,Gwinnett County,5058,Suwanee Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,714,NA,N,NA,31.5%,0.1%,16.2%,10.9%,8.3%,32.9%,21.3%,21.7%,11.2%
2021,667,Gwinnett County,5550,Duluth High School,"09, 10, 11, 12",ALL,2840,NA,Y,NA,13.8%,0.0%,28.9%,40.8%,3.5%,13.1%,53.2%,15.1%,13.8%
2021,667,Gwinnett County,5554,Lilburn Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,1432,NA,Y,NA,12.4%,0.0%,9.9%,70.9%,1.9%,4.9%,81.8%,72.6%,10.6%
2021,667,Gwinnett County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,191293,139,NA,48.90%,10.9%,0.2%,32.7%,33.2%,4.1%,18.9%,51.9%,23.0%,13.9%
2021,668,Habersham County,0101,Cornelia Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,490,NA,Y,NA,2.4%,0.0%,7.1%,60.4%,4.7%,25.3%,82.2%,51.6%,18.2%
2021,668,Habersham County,0105,Level Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,514,NA,Y,NA,1.4%,0.2%,2.9%,32.7%,4.7%,58.2%,61.3%,28.2%,18.5%
2021,668,Habersham County,0106,Habersham Ninth Grade Academy,09,ALL,529,NA,N,NA,2.8%,0.2%,0.9%,28.7%,2.3%,65.0%,50.1%,7.2%,13.8%
2021,668,Habersham County,0112,Hilliard A. Wilbanks Middle School,"06, 07, 08",ALL,574,NA,N,NA,4.0%,0.0%,5.6%,38.9%,3.7%,47.9%,62.5%,27.7%,19.0%
2021,668,Habersham County,0114,Habersham Success Academy,"07, 09, 10, 11, 12",ALL,72,NA,N,NA,1.4%,0.0%,11.1%,38.9%,0.0%,48.6%,52.8%,11.1%,16.7%
2021,668,Habersham County,0189,Clarkesville Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,394,NA,N,NA,1.5%,0.0%,3.3%,7.4%,4.1%,83.8%,49.0%,5.1%,16.2%
2021,668,Habersham County,0196,North Habersham Middle School,"06, 07, 08",ALL,625,NA,N,NA,0.8%,0.2%,1.6%,8.8%,3.4%,85.3%,47.8%,4.5%,16.5%
2021,668,Habersham County,0201,Demorest Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,516,NA,Y,NA,3.5%,0.8%,1.7%,23.6%,4.5%,65.9%,59.7%,17.8%,18.0%
2021,668,Habersham County,0296,South Habersham Middle School,"06, 07, 08",ALL,497,NA,N,NA,2.0%,0.0%,3.2%,45.5%,2.2%,47.1%,64.0%,28.6%,20.5%
2021,668,Habersham County,1050,Baldwin Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,350,NA,Y,NA,4.3%,0.0%,6.0%,62.9%,3.7%,23.1%,81.7%,59.4%,16.3%
2021,668,Habersham County,2052,Habersham Central High School,"09, 10, 11, 12",ALL,1555,NA,N,NA,3.0%,0.1%,2.4%,32.6%,2.8%,59.2%,43.7%,9.8%,16.0%
2021,668,Habersham County,3054,Woodville Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,215,NA,N,NA,0.0%,0.0%,0.5%,9.8%,0.9%,88.8%,51.6%,4.7%,19.5%
2021,668,Habersham County,5050,Fairview Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,469,NA,N,NA,0.2%,0.2%,0.6%,12.2%,5.3%,81.4%,49.7%,6.2%,24.5%
2021,668,Habersham County,5052,Hazel Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,300,NA,N,NA,1.7%,0.3%,2.0%,20.7%,4.0%,71.3%,56.0%,16.0%,18.7%
2021,668,Habersham County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,7100,14,NA,28.60%,2.3%,0.1%,3.0%,30.5%,3.5%,60.6%,56.0%,18.8%,17.7%
2021,669,Hall County,0100,C. W. Davis Middle School,"06, 07, 08",ALL,869,NA,N,NA,2.2%,0.1%,7.1%,30.0%,4.1%,56.4%,36.6%,17.3%,19.8%
2021,669,Hall County,0101,Martin Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,659,NA,Y,NA,3.6%,0.0%,7.7%,36.6%,3.3%,48.7%,45.8%,29.0%,16.2%
2021,669,Hall County,0102,Chestatee High School,"09, 10, 11, 12",ALL,1315,NA,N,NA,1.4%,0.1%,1.8%,52.3%,1.2%,43.2%,37.9%,14.1%,13.6%
2021,669,Hall County,0103,Sugar Hill Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,643,NA,Y,NA,0.5%,0.2%,3.4%,84.1%,1.9%,10.0%,72.8%,67.0%,11.2%
2021,669,Hall County,0105,Lanier College and Career Academy,"09, 10, 11, 12",ALL,254,NA,N,NA,0.0%,0.4%,9.1%,37.8%,2.8%,50.0%,39.8%,14.6%,24.4%
2021,669,Hall County,0106,Chicopee Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,756,NA,Y,NA,0.5%,0.1%,5.2%,83.3%,1.3%,9.5%,85.3%,72.2%,10.1%
2021,669,Hall County,0112,World Language Academy,"PK, KK, 01, 02, 03, 04, 05",ALL,585,NA,N,NA,1.5%,0.2%,2.4%,67.0%,1.2%,27.7%,39.8%,42.6%,6.0%
2021,669,Hall County,0176,Myers Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,610,NA,Y,NA,1.1%,0.2%,4.6%,75.7%,1.3%,17.0%,77.2%,61.6%,15.2%
2021,669,Hall County,0189,West Hall High School,"09, 10, 11, 12",ALL,1216,NA,N,NA,1.8%,0.2%,7.6%,52.7%,1.8%,35.9%,43.5%,18.0%,13.6%
2021,669,Hall County,0192,Spout Springs Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,804,NA,N,NA,2.2%,0.1%,3.1%,14.9%,3.4%,76.2%,13.8%,8.5%,15.3%
2021,669,Hall County,0194,Mount Vernon Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,630,NA,N,NA,0.5%,0.0%,2.5%,7.6%,3.8%,85.6%,25.4%,3.8%,13.5%
2021,669,Hall County,0196,Friendship Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,691,NA,Y,NA,2.6%,0.0%,8.5%,29.8%,5.9%,53.1%,46.3%,21.1%,17.4%
2021,669,Hall County,0200,Chestatee Middle School,"06, 07, 08",ALL,970,NA,Y,NA,0.8%,0.0%,1.4%,54.1%,1.8%,41.9%,48.9%,37.3%,19.3%
2021,669,Hall County,0202,Flowery Branch High,"09, 10, 11, 12",ALL,1381,NA,N,NA,2.4%,0.1%,6.7%,26.9%,3.0%,60.9%,26.7%,5.9%,12.3%
2021,669,Hall County,0276,Wauka Mountain Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,585,NA,N,NA,0.2%,0.3%,1.2%,6.5%,1.7%,90.1%,32.5%,2.9%,15.9%
2021,669,Hall County,0289,East Hall Middle School,"06, 07, 08",ALL,1118,NA,Y,NA,0.4%,0.2%,8.2%,58.0%,3.7%,29.5%,61.8%,37.5%,19.8%
2021,669,Hall County,0294,West Hall Middle School,"06, 07, 08",ALL,957,NA,Y,NA,1.7%,0.0%,8.8%,55.7%,2.7%,31.1%,49.0%,42.6%,17.3%
2021,669,Hall County,0389,North Hall Middle School,"06, 07, 08",ALL,925,NA,N,NA,0.8%,0.1%,0.8%,16.3%,1.8%,80.2%,29.7%,6.5%,18.4%
2021,669,Hall County,0390,Cherokee Bluff Middle,"06, 07, 08",ALL,825,NA,N,NA,1.3%,0.0%,4.1%,24.7%,4.0%,65.8%,27.4%,13.2%,13.6%
2021,669,Hall County,0391,Cherokee Bluff High School,"09, 10, 11, 12",ALL,1010,NA,N,NA,1.4%,0.4%,6.2%,23.7%,3.9%,64.5%,22.2%,5.6%,12.5%
2021,669,Hall County,0392,The Foundry,"07, 08, 09, 10, 11, 12",ALL,107,NA,Y,NA,0.0%,0.9%,10.3%,47.7%,3.7%,37.4%,66.4%,20.6%,38.3%
2021,669,Hall County,0393,World Language Academy Middle School,"06, 07, 08",ALL,250,NA,N,NA,0.4%,0.0%,3.2%,66.4%,2.8%,27.2%,36.4%,36.4%,10.4%
2021,669,Hall County,1058,White Sulphur Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,494,NA,Y,NA,0.0%,0.2%,10.9%,53.2%,4.3%,31.4%,76.3%,41.3%,15.6%
2021,669,Hall County,1552,East Hall High School,"09, 10, 11, 12",ALL,1341,NA,Y,NA,0.2%,0.1%,7.9%,57.8%,2.8%,31.2%,52.9%,17.2%,17.1%
2021,669,Hall County,1556,North Hall High School,"09, 10, 11, 12",ALL,1164,NA,N,NA,0.3%,0.0%,0.9%,16.2%,2.0%,80.7%,22.4%,4.1%,13.8%
2021,669,Hall County,2052,Flowery Branch Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,606,NA,N,NA,2.5%,0.0%,10.1%,28.4%,3.8%,55.3%,42.6%,20.0%,14.4%
2021,669,Hall County,2056,Oakwood Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,478,NA,Y,NA,1.9%,0.2%,8.8%,52.9%,3.8%,32.4%,64.2%,42.3%,21.8%
2021,669,Hall County,3054,Lanier Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,497,NA,Y,NA,0.6%,0.0%,1.0%,26.8%,4.6%,67.0%,45.3%,16.7%,14.7%
2021,669,Hall County,3056,Riverbend Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,406,NA,Y,NA,1.5%,0.7%,2.7%,41.4%,2.0%,51.7%,57.1%,27.8%,11.1%
2021,669,Hall County,4050,Chestnut Mountain Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,797,NA,N,NA,1.3%,0.3%,4.5%,21.5%,3.5%,69.0%,29.2%,10.0%,14.2%
2021,669,Hall County,4054,Lula Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,431,NA,Y,NA,0.7%,0.0%,4.2%,19.3%,7.2%,68.7%,53.6%,9.0%,13.9%
2021,669,Hall County,4056,Sardis Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,615,NA,Y,NA,0.5%,0.2%,2.3%,28.6%,2.3%,66.2%,43.6%,13.0%,19.0%
2021,669,Hall County,4556,South Hall Middle School,"06, 07, 08",ALL,1127,NA,Y,NA,2.6%,0.2%,4.4%,66.0%,2.4%,24.4%,62.4%,46.6%,13.8%
2021,669,Hall County,4752,Johnson High School,"09, 10, 11, 12",ALL,1433,NA,Y,NA,2.1%,0.1%,4.8%,75.0%,1.0%,17.0%,55.8%,24.7%,13.2%
2021,669,Hall County,5052,Lyman Hall Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,732,NA,Y,NA,0.3%,0.0%,1.1%,95.9%,0.0%,2.7%,87.3%,84.4%,9.6%
2021,669,Hall County,5054,McEver Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,488,NA,Y,NA,1.6%,0.4%,1.4%,79.5%,1.2%,15.8%,68.6%,66.4%,8.6%
2021,669,Hall County,5056,Tadmore Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,543,NA,Y,NA,0.2%,0.0%,2.2%,83.2%,2.4%,12.0%,76.1%,65.7%,14.4%
2021,669,Hall County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,28312,37,NA,56.80%,1.3%,0.1%,4.8%,45.9%,2.7%,45.2%,46.7%,26.9%,14.8%
2021,670,Hancock County,0106,Hancock Central Middle School,"06, 07, 08",ALL,184,NA,Y,NA,0.5%,0.0%,93.5%,0.5%,1.6%,3.8%,100.0%,0.5%,14.1%
2021,670,Hancock County,0188,Lewis Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,342,NA,Y,NA,0.3%,0.0%,94.4%,1.8%,0.6%,2.9%,100.0%,0.9%,8.5%
2021,670,Hancock County,0288,Hancock Central High School,"09, 10, 11, 12",ALL,268,NA,Y,NA,0.4%,0.0%,94.0%,0.7%,1.1%,3.7%,100.0%,0.7%,21.6%
2021,670,Hancock County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,794,3,NA,100.00%,0.4%,0.0%,94.1%,1.1%,1.0%,3.4%,100.0%,0.8%,14.2%
2021,671,Haralson County,0104,Tallapoosa Primary School,"PK, KK, 01, 02",ALL,390,NA,Y,NA,0.0%,0.0%,3.3%,2.1%,3.6%,91.0%,100.0%,0.0%,16.7%
2021,671,Haralson County,0178,Buchanan Elementary School,"03, 04, 05",ALL,390,NA,Y,NA,0.8%,0.0%,1.3%,2.6%,5.1%,90.3%,100.0%,1.8%,17.9%
2021,671,Haralson County,0197,Haralson County Middle School,"06, 07, 08",ALL,839,NA,Y,NA,0.4%,0.1%,2.6%,3.0%,4.8%,89.2%,100.0%,1.2%,19.0%
2021,671,Haralson County,0198,Haralson County Rebel Academy,"08, 09, 10, 11, 12",ALL,40,NA,N,NA,0.0%,5.0%,2.5%,5.0%,10.0%,77.5%,100.0%,0.0%,27.5%
2021,671,Haralson County,2050,Buchanan Primary School,"PK, KK, 01, 02",ALL,394,NA,Y,NA,0.5%,0.0%,1.3%,2.8%,2.8%,92.6%,100.0%,0.3%,12.4%
2021,671,Haralson County,3050,Haralson County High School,"09, 10, 11, 12",ALL,991,NA,Y,NA,0.3%,0.4%,2.3%,3.0%,3.2%,90.7%,100.0%,0.2%,18.1%
2021,671,Haralson County,4050,West Haralson Elementary School,"03, 04, 05",ALL,403,NA,Y,NA,1.0%,0.0%,4.2%,2.5%,4.7%,87.6%,100.0%,0.7%,23.3%
2021,671,Haralson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,3447,7,NA,85.70%,0.4%,0.2%,2.5%,2.8%,4.1%,90.0%,100.0%,0.7%,18.2%
2021,672,Harris County,0110,Creekside School,"05, 06",ALL,845,NA,Y,NA,0.6%,0.1%,15.7%,7.1%,4.7%,71.7%,31.2%,1.1%,12.5%
2021,672,Harris County,0188,Park Elementary School,"PK, KK, 01, 02, 03, 04",ALL,485,NA,Y,NA,0.4%,0.2%,25.2%,4.1%,8.5%,61.6%,47.8%,0.6%,16.3%
2021,672,Harris County,0190,Pine Ridge Elementary School,"PK, KK, 01, 02, 03, 04",ALL,565,NA,N,NA,0.9%,0.2%,10.4%,6.9%,6.2%,75.4%,27.4%,1.1%,11.7%
2021,672,Harris County,0199,Mulberry Creek Elementary School,"PK, KK, 01, 02, 03, 04",ALL,487,NA,N,NA,0.6%,0.4%,8.6%,8.2%,3.7%,78.4%,23.6%,0.2%,14.2%
2021,672,Harris County,0290,New Mountain Hill Elementary School,"PK, KK, 01, 02, 03, 04",ALL,473,NA,N,NA,0.2%,0.4%,6.6%,8.9%,8.0%,75.9%,21.1%,0.6%,14.6%
2021,672,Harris County,0299,Harris County High School,"09, 10, 11, 12",ALL,1777,NA,N,NA,0.7%,0.2%,15.0%,6.2%,5.6%,72.2%,24.1%,0.5%,9.1%
2021,672,Harris County,0399,Harris County Carver Middle School,"07, 08",ALL,923,NA,N,NA,0.8%,0.2%,15.6%,5.5%,5.5%,72.4%,26.5%,0.9%,13.1%
2021,672,Harris County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,5555,7,NA,28.60%,0.6%,0.2%,14.3%,6.5%,5.8%,72.4%,27.7%,0.7%,12.1%
2021,673,Hart County,0102,North Hart Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,632,NA,Y,NA,0.6%,0.0%,9.3%,9.5%,6.0%,74.5%,53.6%,4.9%,16.3%
2021,673,Hart County,0191,Hart County Middle School,"06, 07, 08",ALL,866,NA,Y,NA,1.6%,0.1%,21.1%,7.9%,5.3%,64.0%,51.8%,3.8%,15.4%
2021,673,Hart County,0202,South Hart Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,501,NA,Y,NA,3.6%,0.0%,21.8%,10.0%,4.8%,59.9%,56.9%,7.4%,17.2%
2021,673,Hart County,3050,Hart County High School,"09, 10, 11, 12",ALL,1053,NA,N,NA,1.7%,0.0%,23.6%,9.2%,4.1%,61.3%,40.8%,2.1%,13.9%
2021,673,Hart County,5050,Hartwell Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,510,NA,Y,NA,2.7%,0.0%,38.0%,4.5%,6.9%,47.8%,60.6%,2.7%,17.1%
2021,673,Hart County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,3562,5,NA,80.00%,1.9%,0.0%,22.3%,8.4%,5.2%,62.2%,50.9%,3.8%,15.6%
2021,674,Heard County,0102,Heard County Middle School,"06, 07, 08",ALL,541,NA,Y,NA,0.4%,0.2%,6.8%,3.5%,5.4%,83.7%,54.0%,0.4%,13.7%
2021,674,Heard County,0106,Heard Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,613,NA,Y,NA,0.0%,0.3%,7.2%,4.7%,5.1%,82.7%,53.0%,1.1%,18.1%
2021,674,Heard County,0110,Heard County High School,"09, 10, 11, 12",ALL,636,NA,N,NA,0.6%,0.5%,10.2%,2.5%,3.9%,82.2%,48.6%,0.6%,11.3%
2021,674,Heard County,1050,Centralhatchee Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,199,NA,N,NA,0.0%,0.0%,4.0%,3.0%,3.0%,89.9%,42.2%,1.5%,11.1%
2021,674,Heard County,2050,Ephesus Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,146,NA,N,NA,0.0%,0.0%,0.7%,2.1%,2.7%,94.5%,49.3%,0.0%,14.4%
2021,674,Heard County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,2135,5,NA,40.00%,0.3%,0.3%,7.3%,3.4%,4.4%,84.3%,50.7%,0.7%,14.1%
2021,675,Henry County,0100,Ola Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,959,NA,N,NA,1.4%,0.3%,31.1%,11.7%,5.6%,49.9%,28.7%,2.3%,12.7%
2021,675,Henry County,0101,Union Grove High,"09, 10, 11, 12",ALL,1592,NA,N,NA,6.5%,0.1%,42.3%,7.5%,4.3%,39.1%,22.2%,1.4%,13.3%
2021,675,Henry County,0104,Luella High School,"09, 10, 11, 12",ALL,1350,NA,N,NA,3.4%,0.4%,72.0%,10.1%,3.9%,10.2%,41.6%,1.7%,12.7%
2021,675,Henry County,0105,Dutchtown High,"09, 10, 11, 12",ALL,1835,NA,N,NA,7.5%,0.0%,77.3%,7.6%,3.8%,3.9%,39.0%,3.1%,11.8%
2021,675,Henry County,0106,Luella Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,661,NA,N,NA,3.0%,0.2%,67.3%,12.7%,6.1%,10.7%,47.5%,3.5%,12.1%
2021,675,Henry County,0107,Dutchtown Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,825,NA,N,NA,7.8%,0.1%,67.8%,12.7%,5.0%,6.7%,40.6%,8.5%,12.1%
2021,675,Henry County,0108,Woodland Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,633,NA,N,NA,2.1%,0.6%,58.8%,11.5%,3.6%,23.4%,45.0%,2.7%,14.2%
2021,675,Henry County,0191,Cotton Indian Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,671,NA,Y,NA,2.8%,0.1%,51.9%,17.9%,6.0%,21.3%,60.2%,3.7%,13.0%
2021,675,Henry County,0194,Wesley Lakes Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,935,NA,Y,NA,1.6%,0.0%,80.3%,9.3%,5.8%,3.0%,64.0%,2.7%,11.6%
2021,675,Henry County,0196,Pate's Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,536,NA,Y,NA,4.9%,0.2%,63.8%,13.4%,8.2%,9.5%,50.2%,4.5%,12.7%
2021,675,Henry County,0197,Pleasant Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,513,NA,Y,NA,1.6%,0.0%,49.7%,13.6%,10.5%,24.6%,59.8%,7.2%,14.0%
2021,675,Henry County,0200,Mount Carmel Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,632,NA,Y,NA,0.8%,0.5%,56.6%,15.0%,4.9%,22.2%,55.4%,6.6%,15.3%
2021,675,Henry County,0203,East Lake Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,721,NA,N,NA,5.4%,0.3%,41.9%,7.6%,8.3%,36.5%,25.1%,3.6%,15.1%
2021,675,Henry County,0206,Dutchtown Middle School,"06, 07, 08",ALL,1312,NA,N,NA,7.2%,0.2%,75.2%,9.3%,4.2%,4.0%,46.1%,4.5%,10.4%
2021,675,Henry County,0207,Timber Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,808,NA,N,NA,3.1%,0.1%,44.8%,10.3%,7.4%,34.3%,22.8%,3.2%,8.9%
2021,675,Henry County,0208,Walnut Creek Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,699,NA,Y,NA,1.9%,0.9%,70.1%,11.6%,6.3%,9.3%,59.1%,3.6%,13.0%
2021,675,Henry County,0209,Bethlehem Elementary School,"KK, 01, 02, 03, 04, 05",ALL,518,NA,N,NA,2.5%,0.2%,70.8%,9.1%,7.5%,9.8%,41.5%,3.5%,13.3%
2021,675,Henry County,0211,Rocky Creek Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,734,NA,N,NA,1.4%,0.3%,55.9%,9.8%,4.6%,28.1%,47.4%,2.3%,13.8%
2021,675,Henry County,0213,Locust Grove Middle,"06, 07, 08",ALL,1149,NA,N,NA,0.6%,0.0%,37.2%,9.8%,4.3%,48.0%,39.7%,3.0%,16.9%
2021,675,Henry County,0214,Locust Grove High,"09, 10, 11, 12",ALL,1653,NA,N,NA,0.5%,0.0%,31.8%,9.9%,4.3%,53.5%,33.7%,0.8%,15.4%
2021,675,Henry County,0215,Hampton Middle School,"06, 07, 08",ALL,927,NA,Y,NA,1.5%,0.1%,56.5%,14.2%,4.9%,22.8%,56.2%,5.7%,12.9%
2021,675,Henry County,0291,Oakland Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,880,NA,Y,NA,1.5%,0.5%,75.5%,13.2%,5.1%,4.3%,64.5%,8.3%,9.2%
2021,675,Henry County,0294,Austin Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,354,NA,Y,NA,2.3%,0.0%,68.9%,12.7%,7.3%,8.8%,59.9%,5.1%,10.5%
2021,675,Henry County,0295,Stockbridge High School,"09, 10, 11, 12",ALL,1595,NA,Y,NA,2.3%,0.0%,69.7%,14.9%,3.9%,9.2%,51.8%,3.4%,14.2%
2021,675,Henry County,0297,Hickory Flat Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,630,NA,Y,NA,9.0%,0.0%,67.5%,11.7%,5.7%,6.0%,52.5%,3.5%,10.6%
2021,675,Henry County,0303,Unity Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,862,NA,N,NA,0.5%,0.0%,27.8%,10.4%,5.5%,55.8%,37.4%,2.7%,13.6%
2021,675,Henry County,0307,Ola High School,"09, 10, 11, 12",ALL,1801,NA,N,NA,1.2%,0.4%,27.7%,7.1%,4.0%,59.6%,24.8%,0.7%,14.8%
2021,675,Henry County,0308,Woodland Middle School,"06, 07, 08",ALL,729,NA,N,NA,2.9%,0.0%,56.7%,13.9%,8.0%,18.7%,46.9%,4.4%,16.3%
2021,675,Henry County,0315,Hampton High School,"09, 10, 11, 12",ALL,1317,NA,N,NA,1.2%,0.1%,60.4%,12.0%,3.4%,22.9%,47.1%,1.9%,14.7%
2021,675,Henry County,0391,Eagle's Landing High School,"09, 10, 11, 12",ALL,1601,NA,N,NA,3.6%,0.2%,75.5%,11.1%,3.4%,6.1%,45.5%,2.1%,13.7%
2021,675,Henry County,0394,Eagle's Landing Middle School,"06, 07, 08",ALL,1217,NA,Y,NA,3.3%,0.4%,72.5%,12.4%,4.4%,7.1%,49.6%,5.0%,16.4%
2021,675,Henry County,0397,Austin Road Middle School,"06, 07, 08",ALL,655,NA,Y,NA,1.1%,0.0%,75.3%,13.1%,4.3%,6.3%,60.3%,4.3%,13.3%
2021,675,Henry County,0403,Red Oak Elementary School,"KK, 01, 02, 03, 04, 05",ALL,699,NA,Y,NA,9.9%,0.1%,72.0%,11.6%,4.3%,2.1%,49.1%,7.9%,10.4%
2021,675,Henry County,0407,New Hope Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,724,NA,N,NA,1.0%,0.3%,18.0%,9.7%,4.7%,66.4%,33.6%,2.5%,18.1%
2021,675,Henry County,0408,Woodland High School,"09, 10, 11, 12",ALL,1496,NA,N,NA,2.3%,0.1%,63.8%,9.6%,4.9%,19.3%,39.4%,1.6%,15.8%
2021,675,Henry County,0409,Tussahaw Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,840,NA,Y,NA,1.4%,0.4%,76.0%,6.5%,6.0%,9.8%,63.1%,2.9%,12.1%
2021,675,Henry County,0503,Flippen Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,607,NA,N,NA,4.9%,0.3%,60.3%,12.0%,6.3%,16.1%,42.2%,3.8%,12.7%
2021,675,Henry County,0507,Ola Middle School,"06, 07, 08",ALL,1355,NA,N,NA,1.2%,0.4%,25.9%,7.8%,5.1%,59.6%,26.3%,1.2%,17.6%
2021,675,Henry County,0509,Rock Spring Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,812,NA,N,NA,0.9%,0.1%,18.5%,10.8%,6.9%,62.8%,30.8%,3.4%,14.7%
2021,675,Henry County,0603,Luella Middle School,"06, 07, 08",ALL,968,NA,N,NA,2.2%,0.0%,76.3%,8.5%,5.3%,7.7%,44.0%,3.4%,11.9%
2021,675,Henry County,0703,Union Grove Middle,"06, 07, 08",ALL,1158,NA,N,NA,6.4%,0.0%,45.8%,9.2%,5.5%,33.2%,24.6%,2.2%,14.3%
2021,675,Henry County,0804,EXCEL Academy,"07, 08, 09, 10, 11, 12",ALL,108,NA,Y,NA,0.0%,0.0%,71.3%,11.1%,0.9%,16.7%,54.6%,1.9%,51.9%
2021,675,Henry County,1050,Fairview Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,549,NA,Y,NA,0.0%,0.2%,71.9%,18.6%,4.6%,4.7%,64.5%,7.1%,8.2%
2021,675,Henry County,2050,Hampton Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,371,NA,Y,NA,0.8%,0.5%,48.8%,13.7%,7.0%,29.1%,72.8%,5.9%,10.8%
2021,675,Henry County,2552,Smith-Barnes Elementary School,"04, 05",ALL,293,NA,Y,NA,3.4%,0.0%,58.0%,27.3%,4.8%,6.5%,68.3%,16.0%,15.4%
