School Year,System ID,System Name,School ID,School Name,Grade Configuration,Grade Cluster,Number of Students Enrolled,Number of Schools,Title I Status,Title I Schools,Asian/Pacific Islander,American Indian/Alaskan,Black,Hispanic,Multi-Racial,White,Economically Disadvantaged,English Learners,Students with Disability
2021,675,Henry County,3050,McDonough High School,"09, 10, 11, 12",ALL,1239,NA,Y,NA,1.4%,0.1%,80.9%,8.3%,3.4%,6.0%,57.1%,1.5%,16.0%
2021,675,Henry County,3052,Stockbridge Elementary School,"PK, KK, 01, 02, 03",ALL,612,NA,Y,NA,4.6%,0.2%,58.7%,24.2%,5.6%,6.9%,70.3%,12.1%,9.0%
2021,675,Henry County,4050,McDonough Middle School,"06, 07, 08",ALL,1085,NA,Y,NA,1.4%,0.2%,78.4%,10.6%,4.5%,4.9%,65.7%,2.7%,15.0%
2021,675,Henry County,5050,Locust Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,571,NA,Y,NA,0.5%,0.2%,57.6%,13.0%,6.8%,21.9%,55.3%,4.6%,10.7%
2021,675,Henry County,5052,Stockbridge Middle School,"06, 07, 08",ALL,788,NA,Y,NA,3.4%,0.3%,58.9%,20.4%,5.1%,11.9%,61.2%,10.7%,13.3%
2021,675,Henry County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,45579,50,NA,48.00%,3.0%,0.2%,57.8%,11.2%,5.0%,22.8%,44.9%,3.6%,13.6%
2021,676,Houston County,0100,Eagle Springs Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,739,NA,Y,NA,5.3%,0.1%,39.8%,12.2%,7.0%,35.6%,62.8%,12.3%,12.6%
2021,676,Houston County,0102,C. B. Watson Primary School,"PK, KK, 01, 02",ALL,504,NA,Y,NA,0.2%,0.2%,58.1%,16.9%,7.9%,16.7%,100.0%,6.3%,18.7%
2021,676,Houston County,0103,Lake Joy Primary School,"PK, KK, 01, 02",ALL,642,NA,N,NA,10.1%,0.3%,24.3%,12.3%,7.8%,45.2%,38.0%,11.5%,11.7%
2021,676,Houston County,0104,David A. Perdue Primary,"PK, KK, 01, 02",ALL,619,NA,N,NA,2.7%,0.0%,32.1%,13.1%,8.1%,43.9%,49.1%,5.8%,14.4%
2021,676,Houston County,0105,Huntington Middle School,"06, 07, 08",ALL,982,NA,Y,NA,0.8%,0.2%,59.0%,13.5%,4.9%,21.6%,100.0%,7.6%,17.9%
2021,676,Houston County,0108,Mossy Creek Middle School,"06, 07, 08",ALL,842,NA,N,NA,3.3%,0.4%,25.1%,8.4%,5.9%,56.9%,36.6%,5.8%,15.9%
2021,676,Houston County,0111,Veterans High School,"09, 10, 11, 12",ALL,1840,NA,N,NA,1.8%,0.1%,26.1%,8.5%,6.1%,57.4%,34.2%,0.7%,11.7%
2021,676,Houston County,0117,Langston Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,878,NA,N,NA,1.8%,0.2%,25.5%,8.2%,6.3%,58.0%,44.2%,3.9%,12.9%
2021,676,Houston County,0175,Pearl Stephens Elementary School,"03, 04, 05",ALL,500,NA,Y,NA,1.6%,0.0%,56.0%,17.8%,8.0%,16.6%,100.0%,10.6%,17.8%
2021,676,Houston County,0191,Northside Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,509,NA,Y,NA,1.0%,0.2%,62.7%,8.8%,5.9%,21.4%,100.0%,1.6%,17.7%
2021,676,Houston County,0192,Houston County High School,"09, 10, 11, 12",ALL,2081,NA,N,NA,6.3%,0.2%,30.2%,10.9%,5.7%,46.8%,36.3%,3.7%,13.0%
2021,676,Houston County,0194,David A. Perdue Elementary School,"03, 04, 05",ALL,646,NA,N,NA,2.9%,0.0%,34.2%,7.9%,11.1%,43.8%,46.9%,4.0%,18.0%
2021,676,Houston County,0195,Quail Run Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,665,NA,N,NA,3.6%,0.2%,28.1%,10.8%,6.3%,51.0%,49.0%,5.7%,15.0%
2021,676,Houston County,0196,Feagin Mill Middle School,"06, 07, 08",ALL,979,NA,N,NA,8.5%,0.2%,35.1%,6.0%,7.3%,42.9%,42.9%,3.5%,15.7%
2021,676,Houston County,0199,Matthew Arthur Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,798,NA,N,NA,1.6%,1.0%,22.9%,7.5%,8.9%,58.0%,27.8%,1.3%,13.8%
2021,676,Houston County,0200,Perry Middle School,"06, 07, 08",ALL,1075,NA,Y,NA,1.5%,0.3%,35.7%,4.8%,4.5%,53.2%,57.6%,1.4%,13.5%
2021,676,Houston County,0204,Thomson Middle School,"06, 07, 08",ALL,900,NA,Y,NA,3.0%,0.4%,50.9%,14.8%,5.6%,25.3%,100.0%,9.4%,19.4%
2021,676,Houston County,0208,Lake Joy Elementary School,"03, 04, 05",ALL,724,NA,N,NA,9.4%,0.4%,26.5%,12.7%,7.7%,43.2%,35.5%,13.7%,11.2%
2021,676,Houston County,0296,Bonaire Middle School,"06, 07, 08",ALL,1112,NA,N,NA,2.0%,0.3%,23.4%,7.6%,5.7%,61.1%,32.9%,0.9%,13.0%
2021,676,Houston County,0309,Hilltop Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,586,NA,N,NA,0.9%,0.2%,25.8%,8.7%,8.7%,55.8%,45.9%,1.4%,14.5%
2021,676,Houston County,0401,Bonaire Primary School,"PK, KK, 01, 02",ALL,518,NA,N,NA,1.9%,0.0%,15.8%,8.3%,10.4%,63.5%,30.9%,0.4%,11.0%
2021,676,Houston County,1050,Bonaire Elementary School,"03, 04, 05",ALL,570,NA,N,NA,1.9%,0.0%,20.7%,8.1%,7.9%,61.4%,31.2%,1.6%,14.0%
2021,676,Houston County,1052,Northside Middle School,"06, 07, 08",ALL,931,NA,Y,NA,0.5%,0.1%,60.8%,11.2%,5.8%,21.6%,100.0%,3.8%,17.3%
2021,676,Houston County,1054,Perry High School,"09, 10, 11, 12",ALL,1497,NA,N,NA,1.0%,0.0%,34.5%,5.5%,4.5%,54.4%,52.7%,0.5%,12.5%
2021,676,Houston County,2050,Centerville Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,562,NA,Y,NA,0.9%,0.0%,35.8%,11.7%,7.8%,43.8%,100.0%,7.7%,13.9%
2021,676,Houston County,2052,Northside High School,"09, 10, 11, 12",ALL,2090,NA,Y,NA,2.6%,0.2%,52.5%,11.4%,5.1%,28.2%,100.0%,3.3%,17.3%
2021,676,Houston County,2054,Morningside Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,492,NA,Y,NA,0.4%,0.0%,64.0%,4.1%,6.9%,24.6%,100.0%,0.0%,10.6%
2021,676,Houston County,2058,Westside Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,651,NA,Y,NA,0.5%,0.2%,62.1%,19.0%,6.5%,11.8%,100.0%,11.8%,11.7%
2021,676,Houston County,3052,Parkwood Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,652,NA,Y,NA,0.6%,0.0%,63.8%,16.4%,5.7%,13.5%,100.0%,11.5%,13.5%
2021,676,Houston County,3056,Tucker Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,502,NA,Y,NA,1.0%,0.4%,32.7%,4.6%,6.0%,55.4%,100.0%,0.4%,16.3%
2021,676,Houston County,3550,Kings Chapel Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,549,NA,N,NA,0.0%,0.0%,14.2%,5.3%,3.5%,77.0%,39.0%,0.5%,15.3%
2021,676,Houston County,4050,Lindsey Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,267,NA,Y,NA,0.0%,0.0%,64.4%,23.6%,6.7%,5.2%,100.0%,18.4%,13.1%
2021,676,Houston County,4054,Russell Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,634,NA,Y,NA,3.2%,0.0%,41.6%,14.5%,8.2%,32.5%,100.0%,11.8%,17.0%
2021,676,Houston County,4056,Warner Robins High School,"09, 10, 11, 12",ALL,1793,NA,Y,NA,0.7%,0.1%,55.6%,11.2%,5.7%,26.7%,100.0%,3.3%,16.2%
2021,676,Houston County,5050,Miller Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,523,NA,Y,NA,1.0%,0.0%,54.7%,12.0%,7.8%,24.5%,100.0%,6.3%,17.2%
2021,676,Houston County,5054,Shirley Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,530,NA,Y,NA,0.9%,0.2%,43.2%,8.3%,10.0%,37.4%,100.0%,0.6%,18.9%
2021,676,Houston County,5056,Warner Robins Middle School,"06, 07, 08",ALL,908,NA,Y,NA,1.1%,0.1%,50.0%,12.3%,7.3%,29.2%,100.0%,7.4%,16.1%
2021,676,Houston County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,31290,37,NA,54.10%,2.5%,0.2%,39.6%,10.4%,6.5%,40.8%,67.6%,4.7%,14.8%
2021,677,Irwin County,0173,Irwin County Middle School,"06, 07, 08",ALL,453,NA,Y,NA,0.2%,0.0%,35.3%,6.8%,3.1%,54.5%,100.0%,1.5%,18.1%
2021,677,Irwin County,0188,Irwin County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,720,NA,Y,NA,0.4%,0.0%,31.5%,6.4%,3.2%,58.5%,100.0%,1.5%,14.3%
2021,677,Irwin County,2050,Irwin County High School,"09, 10, 11, 12",ALL,497,NA,Y,NA,0.2%,0.2%,34.4%,5.6%,1.4%,58.1%,100.0%,1.2%,17.3%
2021,677,Irwin County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1670,3,NA,100.00%,0.3%,0.1%,33.4%,6.3%,2.6%,57.3%,100.0%,1.4%,16.2%
2021,678,Jackson County,0101,West Jackson Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,1062,NA,N,NA,3.9%,0.4%,8.0%,17.5%,6.4%,63.8%,23.3%,8.6%,18.8%
2021,678,Jackson County,0104,East Jackson Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,548,NA,Y,NA,0.9%,0.4%,5.5%,13.1%,4.2%,75.9%,42.2%,9.9%,23.4%
2021,678,Jackson County,0107,East Jackson Comprehensive High School,"08, 09, 10, 11, 12",ALL,1357,NA,Y,NA,1.7%,0.0%,8.3%,19.0%,4.0%,67.0%,38.0%,4.9%,15.5%
2021,678,Jackson County,0191,Jackson County Comprehensive High School,"09, 10, 11, 12",ALL,1547,NA,N,NA,3.6%,0.4%,6.7%,13.8%,3.1%,72.5%,20.7%,3.2%,12.7%
2021,678,Jackson County,0197,East Jackson Middle School,"06, 07",ALL,576,NA,Y,NA,0.7%,0.2%,6.3%,20.0%,4.0%,68.9%,41.3%,14.6%,20.3%
2021,678,Jackson County,0209,Gum Springs Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,944,NA,N,NA,3.2%,0.4%,3.0%,7.9%,4.0%,81.5%,14.3%,5.0%,14.6%
2021,678,Jackson County,0297,West Jackson Middle School,"06, 07, 08",ALL,1310,NA,N,NA,3.4%,0.3%,6.8%,15.3%,4.0%,70.2%,19.2%,8.5%,13.7%
2021,678,Jackson County,2550,Maysville Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,384,NA,Y,NA,0.8%,0.0%,5.5%,19.0%,4.7%,70.1%,67.4%,15.4%,22.4%
2021,678,Jackson County,3050,North Jackson Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,505,NA,Y,NA,4.4%,0.6%,8.9%,22.4%,6.1%,57.6%,35.6%,16.8%,18.6%
2021,678,Jackson County,4050,South Jackson Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,677,NA,Y,NA,0.4%,0.1%,7.7%,18.9%,5.6%,67.2%,55.7%,14.9%,20.2%
2021,678,Jackson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,8910,10,NA,60.00%,2.6%,0.3%,6.8%,16.1%,4.4%,69.9%,30.9%,8.4%,16.7%
2021,679,Jasper County,0100,Washington Park Elementary School,"03, 04, 05",ALL,573,NA,Y,NA,0.0%,0.0%,19.4%,8.2%,3.8%,68.6%,52.0%,5.8%,11.5%
2021,679,Jasper County,0108,Jasper County High School,"09, 10, 11, 12",ALL,681,NA,Y,NA,0.0%,0.0%,21.0%,8.4%,4.0%,66.7%,47.1%,1.6%,11.3%
2021,679,Jasper County,0195,Jasper County Primary School,"PK, KK, 01, 02",ALL,518,NA,Y,NA,0.2%,0.0%,13.9%,10.0%,7.3%,68.5%,56.6%,6.4%,9.8%
2021,679,Jasper County,0201,Jasper County Middle School,"06, 07, 08",ALL,625,NA,Y,NA,0.2%,0.2%,21.4%,7.2%,5.8%,65.3%,58.6%,4.3%,14.9%
2021,679,Jasper County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,2397,4,NA,100.00%,0.1%,0.0%,19.2%,8.4%,5.1%,67.2%,53.3%,4.3%,12.0%
2021,680,Jeff Davis County,0105,Jeff Davis Primary School,"PK, KK, 01, 02",ALL,740,NA,Y,NA,0.7%,0.1%,15.9%,20.9%,6.5%,55.8%,100.0%,17.0%,12.3%
2021,680,Jeff Davis County,0111,Jeff Davis Middle School,"06, 07, 08",ALL,755,NA,Y,NA,0.3%,0.1%,15.8%,21.7%,2.3%,59.9%,100.0%,11.8%,12.7%
2021,680,Jeff Davis County,0175,Jeff Davis Elementary School,"03, 04, 05",ALL,705,NA,Y,NA,0.4%,0.0%,14.8%,24.4%,3.7%,56.7%,100.0%,21.0%,15.0%
2021,680,Jeff Davis County,0199,Jeff Davis High School,"09, 10, 11, 12",ALL,852,NA,Y,NA,0.8%,0.1%,16.2%,21.6%,2.1%,59.2%,100.0%,5.6%,12.3%
2021,680,Jeff Davis County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,3052,4,NA,100.00%,0.6%,0.1%,15.7%,22.1%,3.6%,58.0%,100.0%,13.5%,13.0%
2021,681,Jefferson County,0196,Jefferson County High School,"09, 10, 11, 12",ALL,729,NA,Y,NA,0.4%,0.3%,69.1%,6.2%,1.6%,22.4%,100.0%,1.2%,13.9%
2021,681,Jefferson County,0397,Jefferson County Middle School,"06, 07, 08",ALL,538,NA,Y,NA,0.7%,0.0%,70.1%,8.2%,2.2%,18.8%,100.0%,3.5%,15.1%
2021,681,Jefferson County,1050,Carver Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,206,NA,Y,NA,0.0%,0.0%,83.0%,4.9%,2.4%,9.7%,100.0%,3.4%,13.1%
2021,681,Jefferson County,1550,Louisville Academy,"PK, KK, 01, 02, 03, 04, 05",ALL,379,NA,Y,NA,0.0%,0.0%,74.7%,5.8%,0.8%,18.7%,100.0%,2.1%,18.2%
2021,681,Jefferson County,3550,Wrens Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,461,NA,Y,NA,0.0%,0.4%,56.6%,8.9%,4.1%,29.9%,100.0%,3.9%,16.9%
2021,681,Jefferson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,2313,5,NA,100.00%,0.3%,0.2%,69.0%,7.0%,2.2%,21.3%,100.0%,2.6%,15.4%
2021,682,Jenkins County,0101,Jenkins County Middle School,"06, 07, 08",ALL,302,NA,Y,NA,0.7%,0.0%,52.0%,9.3%,2.6%,35.4%,100.0%,6.0%,12.9%
2021,682,Jenkins County,0201,Jenkins County High School,"09, 10, 11, 12",ALL,310,NA,Y,NA,0.0%,0.0%,52.6%,3.9%,2.6%,41.0%,100.0%,0.0%,8.4%
2021,682,Jenkins County,1050,Jenkins County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,544,NA,Y,NA,0.4%,0.0%,49.1%,9.2%,4.8%,36.6%,100.0%,7.4%,12.9%
2021,682,Jenkins County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1156,3,NA,100.00%,0.3%,0.0%,50.8%,7.8%,3.6%,37.5%,100.0%,5.0%,11.7%
2021,683,Johnson County,0101,Johnson County Middle School,"06, 07, 08",ALL,247,NA,Y,NA,0.0%,0.0%,41.7%,3.2%,3.6%,51.4%,100.0%,0.0%,16.2%
2021,683,Johnson County,0197,Johnson County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,468,NA,Y,NA,0.2%,0.0%,39.1%,5.8%,3.2%,51.7%,100.0%,0.2%,12.8%
2021,683,Johnson County,0201,Johnson County High School,"09, 10, 11, 12",ALL,350,NA,Y,NA,0.6%,0.0%,38.0%,3.1%,1.7%,56.6%,100.0%,0.3%,13.4%
2021,683,Johnson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1065,3,NA,100.00%,0.3%,0.0%,39.3%,4.3%,2.8%,53.2%,100.0%,0.2%,13.8%
2021,684,Jones County,0101,Clifton Ridge Middle School,"06, 07, 08",ALL,562,NA,Y,NA,0.5%,0.0%,34.7%,2.5%,4.8%,57.5%,54.6%,0.7%,25.1%
2021,684,Jones County,0102,Mattie Wells Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,607,NA,Y,NA,0.3%,0.0%,36.6%,2.5%,5.4%,55.2%,68.7%,1.0%,15.0%
2021,684,Jones County,0106,Gray Station Middle School,"06, 07, 08",ALL,705,NA,Y,NA,0.6%,0.1%,21.3%,2.3%,4.5%,71.2%,47.9%,0.9%,14.6%
2021,684,Jones County,0114,Turner Woods Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,571,NA,Y,NA,0.4%,0.0%,12.4%,1.9%,3.3%,82.0%,49.4%,0.5%,13.0%
2021,684,Jones County,0192,Jones County High School,"09, 10, 11, 12",ALL,1641,NA,Y,NA,0.2%,0.1%,27.1%,1.5%,2.8%,68.3%,45.0%,0.2%,14.3%
2021,684,Jones County,0199,Dames Ferry Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,587,NA,Y,NA,0.7%,0.3%,13.6%,2.9%,4.1%,78.4%,44.5%,0.7%,21.3%
2021,684,Jones County,1550,Gray Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,502,NA,Y,NA,0.8%,0.0%,27.1%,1.8%,4.4%,65.9%,50.4%,0.4%,19.1%
2021,684,Jones County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,5175,7,NA,100.00%,0.4%,0.1%,25.1%,2.0%,3.9%,68.4%,50.2%,0.6%,16.7%
2021,685,Lamar County,0105,Lamar County Elementary School,"03, 04, 05",ALL,653,NA,Y,NA,0.6%,0.0%,30.8%,2.3%,5.5%,60.8%,100.0%,1.4%,14.1%
2021,685,Lamar County,0175,Lamar County High School,"09, 10, 11, 12",ALL,850,NA,Y,NA,0.4%,0.1%,27.8%,3.8%,4.6%,63.4%,42.9%,0.7%,13.3%
2021,685,Lamar County,0199,Lamar County Middle School,"06, 07, 08",ALL,651,NA,Y,NA,0.6%,0.0%,31.8%,4.3%,6.1%,57.1%,52.8%,1.5%,13.4%
2021,685,Lamar County,0205,Lamar County Primary School,"PK, KK, 01, 02",ALL,652,NA,Y,NA,0.5%,0.0%,30.2%,3.7%,5.8%,59.8%,100.0%,1.4%,7.8%
2021,685,Lamar County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,2806,4,NA,100.00%,0.5%,0.0%,30.0%,3.5%,5.5%,60.5%,71.8%,1.2%,12.2%
2021,686,Lanier County,0101,Lanier County Middle School,"06, 07, 08",ALL,461,NA,Y,NA,1.3%,0.4%,28.0%,7.6%,4.6%,58.1%,100.0%,1.5%,16.5%
2021,686,Lanier County,0111,Lanier County Elementary School,"03, 04, 05",ALL,415,NA,Y,NA,1.0%,0.2%,21.4%,8.4%,6.7%,62.2%,100.0%,1.9%,14.9%
2021,686,Lanier County,0201,Lanier County High School,"09, 10, 11, 12",ALL,469,NA,Y,NA,0.0%,0.0%,27.3%,8.3%,4.3%,60.1%,100.0%,1.9%,13.2%
2021,686,Lanier County,3050,Lanier County Primary School,"PK, KK, 01, 02",ALL,438,NA,Y,NA,0.9%,0.2%,27.2%,6.6%,3.9%,61.2%,100.0%,3.0%,13.9%
2021,686,Lanier County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1783,4,NA,100.00%,0.8%,0.2%,26.1%,7.7%,4.8%,60.3%,100.0%,2.1%,14.6%
2021,687,Laurens County,0101,Southwest Laurens Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,935,NA,Y,NA,0.3%,0.0%,20.9%,5.1%,3.0%,70.7%,100.0%,4.7%,12.5%
2021,687,Laurens County,0104,East Laurens Primary School,"PK, KK, 01, 02",ALL,532,NA,Y,NA,0.0%,0.2%,39.1%,6.2%,3.6%,50.9%,100.0%,4.3%,10.3%
2021,687,Laurens County,0105,East Laurens Elementary School,"03, 04, 05",ALL,527,NA,Y,NA,0.2%,0.0%,40.4%,6.5%,3.8%,49.1%,100.0%,4.0%,11.6%
2021,687,Laurens County,0110,West Laurens High School,"09, 10, 11, 12",ALL,1322,NA,N,NA,1.7%,0.3%,24.4%,3.6%,1.6%,68.4%,100.0%,0.9%,10.8%
2021,687,Laurens County,0197,East Laurens High School,"09, 10, 11, 12",ALL,680,NA,Y,NA,0.1%,0.3%,39.7%,5.4%,2.8%,51.6%,100.0%,0.9%,13.2%
2021,687,Laurens County,0201,Northwest Laurens Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,848,NA,N,NA,2.7%,0.2%,23.9%,2.1%,2.9%,68.0%,100.0%,2.8%,10.1%
2021,687,Laurens County,0297,East Laurens Middle School,"06, 07, 08",ALL,545,NA,Y,NA,0.2%,0.4%,42.8%,5.5%,3.5%,47.7%,100.0%,1.8%,15.2%
2021,687,Laurens County,2054,West Laurens Middle School,"06, 07, 08",ALL,1046,NA,Y,NA,1.8%,0.0%,26.5%,3.8%,3.1%,64.8%,100.0%,1.8%,11.9%
2021,687,Laurens County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,6435,8,NA,75.00%,1.1%,0.2%,29.9%,4.5%,2.8%,61.6%,100.0%,2.5%,11.8%
2021,688,Lee County,0101,Lee County Middle School West,"06, 07, 08",ALL,859,NA,Y,NA,3.1%,0.0%,25.8%,5.4%,4.4%,61.2%,41.6%,1.9%,8.6%
2021,688,Lee County,0103,Lee County Elementary School,"03, 04, 05",ALL,672,NA,Y,NA,2.8%,0.1%,23.2%,3.4%,4.2%,66.2%,50.0%,6.0%,12.6%
2021,688,Lee County,0114,Lee County Middle School East,"06, 07, 08",ALL,743,NA,Y,NA,2.3%,0.0%,21.5%,5.1%,4.6%,66.5%,42.9%,3.1%,12.2%
2021,688,Lee County,0187,Lee County Primary School,"KK, 01, 02",ALL,664,NA,Y,NA,4.4%,0.0%,17.9%,4.1%,3.3%,70.3%,49.1%,6.9%,11.9%
2021,688,Lee County,0193,Lee County High School,"09, 10, 11, 12",ALL,1472,NA,Y,NA,4.0%,0.1%,25.2%,3.5%,2.8%,64.4%,30.2%,1.7%,7.6%
2021,688,Lee County,0197,Kinchafoonee Primary School,"PK, KK, 01, 02",ALL,703,NA,Y,NA,0.7%,0.1%,26.6%,2.7%,3.7%,66.1%,50.4%,0.1%,11.7%
2021,688,Lee County,0209,Lee High School 9th Grade Campus,"09, 10, 11",ALL,528,NA,Y,NA,2.3%,0.0%,23.7%,4.4%,6.1%,63.6%,38.3%,0.8%,11.9%
2021,688,Lee County,0393,Twin Oaks Elementary,"03, 04, 05",ALL,807,NA,Y,NA,3.0%,0.0%,26.1%,3.5%,4.7%,62.7%,45.5%,2.1%,11.5%
2021,688,Lee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,6448,8,NA,100.00%,3.0%,0.1%,24.1%,4.0%,4.0%,64.9%,42.0%,2.7%,10.5%
2021,689,Liberty County,0100,Waldo Pafford Elementary School,"KK, 01, 02, 03, 04, 05",ALL,785,NA,Y,NA,2.9%,0.4%,53.1%,16.6%,8.4%,18.6%,100.0%,0.8%,12.2%
2021,689,Liberty County,0101,Midway Middle School,"06, 07, 08",ALL,905,NA,Y,NA,0.8%,0.1%,42.0%,11.7%,9.3%,36.1%,100.0%,1.0%,14.1%
2021,689,Liberty County,0102,Liberty Elementary School,"KK, 01, 02, 03, 04, 05",ALL,802,NA,Y,NA,0.2%,0.0%,39.5%,9.2%,8.5%,42.5%,100.0%,0.1%,17.5%
2021,689,Liberty County,0105,Bradwell Institute,"09, 10, 11, 12",ALL,1789,NA,Y,NA,2.2%,0.4%,55.1%,14.9%,8.8%,18.6%,100.0%,1.9%,14.7%
2021,689,Liberty County,0180,Button Gwinnett Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,664,NA,Y,NA,0.9%,0.0%,60.1%,9.9%,13.7%,15.4%,100.0%,0.8%,14.0%
2021,689,Liberty County,0183,Lyman Hall Elementary School,"KK, 01, 02, 03, 04, 05",ALL,735,NA,Y,NA,2.4%,0.1%,61.8%,12.9%,10.2%,12.5%,100.0%,0.3%,16.7%
2021,689,Liberty County,0189,Joseph Martin Elementary School,"KK, 01, 02, 03, 04, 05",ALL,738,NA,Y,NA,4.1%,0.1%,46.1%,19.6%,8.8%,21.3%,100.0%,8.1%,15.2%
2021,689,Liberty County,0192,Liberty County High School,"09, 10, 11, 12",ALL,1141,NA,Y,NA,1.8%,0.3%,49.0%,11.3%,6.7%,30.9%,100.0%,1.5%,14.9%
2021,689,Liberty County,0194,Taylors Creek Elementary School,"KK, 01, 02, 03, 04, 05",ALL,828,NA,Y,NA,1.0%,0.2%,45.3%,15.3%,11.8%,26.3%,100.0%,3.5%,14.4%
2021,689,Liberty County,0195,Snelson-Golden Middle School,"06, 07, 08",ALL,982,NA,Y,NA,2.1%,0.2%,59.0%,15.1%,10.4%,13.2%,100.0%,1.1%,16.3%
2021,689,Liberty County,0196,Frank Long Elementary School,"KK, 01, 02, 03, 04, 05",ALL,802,NA,Y,NA,0.5%,0.0%,57.2%,12.3%,12.8%,17.1%,100.0%,0.6%,15.8%
2021,689,Liberty County,0197,Lewis Frasier Middle School,"06, 07, 08",ALL,931,NA,Y,NA,1.6%,0.0%,57.1%,17.2%,8.5%,15.6%,99.9%,5.0%,16.1%
2021,689,Liberty County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,11102,12,NA,100.00%,1.8%,0.2%,52.2%,13.9%,9.6%,22.3%,100.0%,2.0%,15.1%
2021,690,Lincoln County,0101,Lincoln County Middle School,"06, 07, 08",ALL,282,NA,Y,NA,0.0%,0.0%,40.4%,0.4%,2.1%,57.1%,61.7%,0.0%,16.3%
2021,690,Lincoln County,0110,Lincoln County High School,"09, 10, 11, 12",ALL,325,NA,Y,NA,0.0%,0.0%,35.4%,2.5%,3.4%,58.8%,56.3%,0.0%,11.4%
2021,690,Lincoln County,0176,Lincoln County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,496,NA,Y,NA,0.0%,0.0%,33.1%,1.0%,3.2%,62.7%,64.9%,0.2%,12.9%
2021,690,Lincoln County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1103,3,NA,100.00%,0.0%,0.0%,35.6%,1.3%,3.0%,60.1%,61.6%,0.1%,13.3%
